"LAST.NAME","FIRST.NAME","DOB","POB","SSN","SEX","STREET.NUMBER","STREET.NAME","VOTER.REG.DATE","PARTY"
"LOPRESTI","NADINE","17709","IDAHO","804-66-1700","FEMALE",162,"SELKIRK",1969-01-06,"DEMOCRAT"
"VORPAGEL","DONALD","11209","ALDERWOOD","921-63-9932","MALE",771,"FIFTEENTH",1969-01-06,"REPUBLICAN"
"WALKER","OSCAR","17210","IDAHO","655-83-8134","MALE",177,"ARROWOOD",1969-01-07,"DEMOCRAT"
"WILLIAMS","CAROLINE","17710","ALDERWOOD","409-46-0167","FEMALE",1841,"WASHINGTON",1969-01-07,"REPUBLICAN"
"HART","DENNIS","18211","IDAHO","417-73-1977","MALE",58,"REX",1969-01-08,"REPUBLICAN"
"HARTLEY","PATTY","11211","IDAHO","636-63-5860","FEMALE",199,"MAPLE",1969-01-08,"DEMOCRAT"
"CORT","KATY","17712","IDAHO","376-01-6726","FEMALE",135,"BUFFALOBERRY",1969-01-09,"REPUBLICAN"
"PULSIPHER","RAFAEL","16712","ALDERWOOD","940-90-6946","MALE",2877,"BLUEBERRY",1969-01-09,"DEMOCRAT"
"MADSON","WAYNE","18213","MEXICO","480-16-7149","MALE",1220,"TWELVTH",1969-01-10,"REPUBLICAN"
"WILLETT","SANDY","11213","ALDERWOOD","542-64-7946","FEMALE",3150,"CHOLLA",1969-01-10,"REPUBLICAN"
"CARLON","TONY","17214","KENTUCKY","257-86-0326","MALE",2310,"SECOND",1969-01-11,"REPUBLICAN"
"UDSETH","CYNTHIA","17714","ALDERWOOD","916-04-4350","FEMALE",62,"BUTTONWOOD",1969-01-11,"REPUBLICAN"
"ALLEN","NEAL","11715","ALDERWOOD","845-85-9743","MALE",2415,"BOXER",1969-01-12,"REPUBLICAN"
"KLYMYSHYN","VALERIE","18645","MONTANA","234-81-6413","FEMALE",247,"KINNIKINICK",1969-01-12,"REPUBLICAN"
"BAILEY","WILLIAM","18281","UTAH","647-36-8425","MALE",1220,"BEARBERRY",1969-01-13,"REPUBLICAN"
"HAWKINS","NATALIE","17216","ALDERWOOD","391-45-2251","FEMALE",730,"BEARBERRY",1969-01-13,"INDEPENDENT"
"NAVEY","MIKE","17217","MEXICO","150-01-4019","MALE",533,"ROSEHIP",1969-01-14,"DEMOCRAT"
"PAPPAS","ANDREA","17217","ALDERWOOD","912-47-2924","FEMALE",1857,"STURGEON",1969-01-14,"REPUBLICAN"
"KIRKHAM","KIMBERLY","11718","OREGON","969-81-8955","FEMALE",1501,"BROOM",1969-01-15,"DEMOCRAT"
"SPEER","BARRY","18218","ALDERWOOD","338-17-8979","MALE",1687,"RASPBERRY",1969-01-15,"REPUBLICAN"
"SANDNESS","CHANTAL","18284","MONTANA","826-44-7360","FEMALE",45,"TIFFANY",1969-01-16,"REPUBLICAN"
"WAICHLER","SCOTT","18219","ALDERWOOD","550-26-3144","MALE",70,"GREYHOUND",1969-01-16,"DEMOCRAT"
"COLE","BECKY","17720","WYOMING","115-68-7883","FEMALE",90,"SIXTH",1969-01-17,"DEMOCRAT"
"SLONE","DEAN","17720","CALIFORNIA","942-49-8755","MALE",59,"LAUREL",1969-01-17,"INDEPENDENT"
"BALES","THOMAS","17221","ALDERWOOD","651-65-5887","MALE",3171,"MUM",1969-01-18,"DEMOCRAT"
"POEPPEL","ERIN","11221","ALDERWOOD","160-75-9154","FEMALE",83,"REX",1969-01-18,"DEMOCRAT"
"MACLELLAN","FELIX","18652","ALDERWOOD","846-26-1718","MALE",350,"AIREDALE",1969-01-19,"DEMOCRAT"
"THOMPSON","REBECAH","17722","ALDERWOOD","558-78-6532","FEMALE",1253,"BROOM",1969-01-19,"REPUBLICAN"
"GALLEGOS","GABRIELLE","17723","PENNSYLVANIA","714-41-3425","FEMALE",171,"ANGORA",1969-01-20,"DEMOCRAT"
"TWEEDT","STEVEN","16723","DELAWARE","854-03-9918","MALE",445,"LILAC",1969-01-20,"REPUBLICAN"
"HANSON","KELLY","17224","ARIZONA","157-57-4705","FEMALE",136,"ANGORA",1969-01-21,"REPUBLICAN"
"WAGONER","HUMBERTO","17224","ALDERWOOD","244-69-1079","MALE",1603,"SUMAC",1969-01-21,"DEMOCRAT"
"BIAGGI","INGRID","18225","ALDERWOOD","744-62-5603","FEMALE",651,"PRICKLYPEAR",1969-01-22,"DEMOCRAT"
"ROEDER","RICHARD","18225","ALDERWOOD","597-75-2010","MALE",1260,"ARROWOOD",1969-01-22,"REPUBLICAN"
"JAHNKE","JERRY","17226","ALDERWOOD","005-22-1385","MALE",2569,"TWELVTH",1969-01-23,"REPUBLICAN"
"SHIPPERT","ANGELA","18656","ALDERWOOD","098-89-5711","FEMALE",1080,"NINETEENTH",1969-01-23,"REPUBLICAN"
"MORRIS","WILLIAM","17227","ALDERWOOD","602-09-4464","MALE",566,"TENTH",1969-01-24,"REPUBLICAN"
"RATHBONE","KAREN","17227","OREGON","815-52-2542","FEMALE",4174,"PALM",1969-01-24,"REPUBLICAN"
"FOX","LORENZO","18228","NORTH CAROLINA","820-60-4836","MALE",275,"BORZOI",1969-01-25,"REPUBLICAN"
"ROUSH","MICHELLE","17228","ALDERWOOD","564-72-9665","FEMALE",2779,"ALDER",1969-01-25,"REPUBLICAN"
"GREGG","MELISSA","17229","OREGON","326-94-3199","FEMALE",2017,"KINNIKINICK",1969-01-26,"REPUBLICAN"
"UPTMOR","ROBERT","17229","MONTANA","933-10-9714","MALE",216,"SEVENTEENTH",1969-01-26,"INDEPENDENT"
"JURRUS","AMY","17230","PENNSYLVANIA","220-90-5456","FEMALE",55,"SUMAC",1969-01-27,"DEMOCRAT"
"WHARTON","NOEL","18660","HAWAII","441-05-3318","FEMALE",664,"MALTESE",1969-01-27,"REPUBLICAN"
"BOND","OLGA","16731","ALDERWOOD","590-27-0903","FEMALE",1169,"HIMALAYA",1969-01-28,"REPUBLICAN"
"JOHNS","KENNETH","17231","OREGON","907-93-9301","MALE",3457,"MASTIFF",1969-01-28,"DEMOCRAT"
"KIMERLING","PABLO","17232","ALDERWOOD","541-57-9433","MALE",2989,"SUMAC",1969-01-29,"REPUBLICAN"
"NORTHROP","MELISSA","17732","ALDERWOOD","831-73-6428","FEMALE",2296,"SUNSET",1969-01-29,"DEMOCRAT"
"LABARGE","JEFFERY","16733","ALDERWOOD","838-53-9202","MALE",574,"HONEYSUCKLE",1969-01-30,"DEMOCRAT"
"SLIGER","REBEKAH","17233","ALDERWOOD","769-71-2319","FEMALE",401,"TWINBERRY",1969-01-30,"INDEPENDENT"
"GAUGLITZ","SEBASTIEN","18234","MEXICO","795-47-4485","MALE",1100,"PAWPAW",1969-01-31,"DEMOCRAT"
"KIEBEL","HEATHER","17234","WASHINGTON","600-58-0879","MALE",1801,"MAIN",1969-01-31,"DEMOCRAT"
"EAGAN","CHRISTOPHER","17735","ALDERWOOD","929-36-9881","MALE",231,"MAPLE",1969-02-01,"REPUBLICAN"
"WARNER","TANYA","17235","ALDERWOOD","438-77-9100","FEMALE",3157,"THISTLE",1969-02-01,"DEMOCRAT"
"MAYNARD","VAN","11236","ALDERWOOD","966-54-2787","MALE",3283,"SASKATOON",1969-02-02,"DEMOCRAT"
"SICILIANO","STEPHANIE","18236","CALIFORNIA","207-41-4482","FEMALE",227,"ASTER",1969-02-02,"REPUBLICAN"
"BRIKOTNINA","WENDY","17737","NORTH DAKOTA","148-04-3480","FEMALE",313,"ARROWOOD",1969-02-03,"DEMOCRAT"
"RECTOR","JOHN","18237","ALDERWOOD","022-75-8399","MALE",2457,"ELDERBERRY",1969-02-03,"REPUBLICAN"
"WARREN","ARTHUR","18238","UTAH","529-18-5998","MALE",15,"SPRUCE",1969-02-04,"DEMOCRAT"
"YOUNKIN","LAUREN","11738","ARIZONA","279-58-7451","MALE",141,"PINSCHER",1969-02-04,"REPUBLICAN"
"DUNKLE","BRIAN","15239","UTAH","184-03-5209","MALE",150,"RAGDOLL",1969-02-05,"REPUBLICAN"
"GARNER","BERTHA","17739","UTAH","084-72-4080","FEMALE",15,"MARIGOLD",1969-02-05,"REPUBLICAN"
"LEPEL","CRISTOBAL","18240","ALDERWOOD","900-40-8129","MALE",273,"AFGHAN",1969-02-06,"REPUBLICAN"
"PAULSON","NICOLE","16740","ALDERWOOD","948-89-3560","FEMALE",1487,"TONKINESE",1969-02-06,"REPUBLICAN"
"CAMPBELL","DOLLY","17741","ALDERWOOD","632-03-6881","FEMALE",379,"MAIN",1969-02-07,"REPUBLICAN"
"STOOPS","JASON","18306","ALDERWOOD","922-87-1292","MALE",2408,"CHIHUAHUA",1969-02-07,"REPUBLICAN"
"MIDDLETON","AMANDA","17742","IDAHO","329-83-0045","FEMALE",8,"MUNCHKIN",1969-02-08,"INDEPENDENT"
"WELCH","EDOUARD","11742","ALDERWOOD","994-29-7810","MALE",406,"EIGHTEENTH",1969-02-08,"REPUBLICAN"
"DOWNING","SCOTT","18243","UTAH","429-67-8799","MALE",1070,"AKITA",1969-02-09,"DEMOCRAT"
"LARSON","FAY","17243","ALDERWOOD","924-17-3086","FEMALE",1786,"MALAMUTE",1969-02-09,"REPUBLICAN"
"EWALD","GUSTAV","17244","ALDERWOOD","099-57-5762","MALE",1253,"CRANBERRY",1969-02-10,"REPUBLICAN"
"HULL","BRITTANY","17744","ALDERWOOD","853-36-1689","FEMALE",77,"ELDERBERRY",1969-02-10,"DEMOCRAT"
"BUCHANAN","HANNA","11745","ALDERWOOD","787-81-0188","FEMALE",62,"TERRIER",1969-02-11,"REPUBLICAN"
"THOMSON","MATTHEW","18245","ARIZONA","430-24-7119","MALE",307,"LOCUST",1969-02-11,"DEMOCRAT"
"HILL","IKE","18246","OREGON","269-48-5201","MALE",3613,"SCOTTISH",1969-02-12,"INDEPENDENT"
"JENSEN","RACHEL","18311","ALDERWOOD","652-96-1736","FEMALE",1418,"SIBERIAN",1969-02-12,"DEMOCRAT"
"ELIAS","JOSEPHINE","17747","ALDERWOOD","612-89-8747","FEMALE",728,"BOXER",1969-02-13,"DEMOCRAT"
"WIGANOSKY","DANIEL","17247","MEXICO","151-89-5219","MALE",50,"ASIAN",1969-02-13,"DEMOCRAT"
"CARLSON","MEGAN","11748","OREGON","788-22-0761","FEMALE",115,"MAPLE",1969-02-14,"REPUBLICAN"
"SMALL","KYLE","14248","IDAHO","962-40-9827","MALE",129,"BUTTONWOOD",1969-02-14,"DEMOCRAT"
"BECK","LAURA","17749","OREGON","093-15-8666","FEMALE",685,"REX",1969-02-15,"DEMOCRAT"
"PETERSEN","JOSHUA","17249","NEW YORK","671-93-6331","MALE",241,"BLACKBERRY",1969-02-15,"REPUBLICAN"
"BLACKBURN","EMILY","17250","ALDERWOOD","827-64-1178","FEMALE",413,"FOURTEENTH",1969-02-16,"REPUBLICAN"
"MOORE","MARCO","16750","ALDERWOOD","032-55-5722","MALE",559,"REX",1969-02-16,"DEMOCRAT"
"BLEVINS","NANA","17251","ALDERWOOD","304-91-9833","FEMALE",2779,"CROWBERRY",1969-02-17,"DEMOCRAT"
"CONLEY","JUSTIN","18251","ALDERWOOD","632-35-7038","MALE",1844,"RAGDOLL",1969-02-17,"REPUBLICAN"
"JOHNSON","SARAH","18252","ALDERWOOD","913-80-7885","FEMALE",3248,"AFGHAN",1969-02-18,"REPUBLICAN"
"RUSSELL","OMAR","18252","ALDERWOOD","561-06-8777","MALE",2562,"PAPILION",1969-02-18,"REPUBLICAN"
"GORBY","PALOMA","18683","ALDERWOOD","203-94-1915","FEMALE",935,"WASHINGTON",1969-02-19,"REPUBLICAN"
"O'NEIL","NEWTON","16753","ALDERWOOD","130-61-2721","MALE",2912,"TWINBERRY",1969-02-19,"REPUBLICAN"
"HUFF","TAYLOR","18684","MEXICO","724-48-6323","MALE",707,"CHOLLA",1969-02-20,"REPUBLICAN"
"SACKSTEDER","RENE","17254","CALIFORNIA","063-88-1024","FEMALE",202,"PERSIAN",1969-02-20,"REPUBLICAN"
"CREIM","SALLY","17255","CALIFORNIA","212-64-0493","FEMALE",218,"HAWTHORN",1969-02-21,"REPUBLICAN"
"DANIELSON","RYAN","17255","WASHINGTON","868-64-5133","MALE",207,"SEVENTEENTH",1969-02-21,"INDEPENDENT"
"GIES","TEDDY","17256","ALDERWOOD","338-49-9646","FEMALE",1400,"HOLLY",1969-02-22,"REPUBLICAN"
"THIEDE","JESSICA","18321","ALDERWOOD","417-63-7072","FEMALE",1589,"LABRADOR",1969-02-22,"DEMOCRAT"
"ARMSTRONG","VICKY","17257","UTAH","598-47-6467","FEMALE",232,"MARIGOLD",1969-02-23,"REPUBLICAN"
"ERICKSON","ANDREW","17757","ALDERWOOD","631-04-1794","MALE",428,"ELEVENTH",1969-02-23,"DEMOCRAT"
"BURNETTE","ASHLEY","18323","UTAH","834-10-4005","FEMALE",85,"REX",1969-02-24,"DEMOCRAT"
"GADD","WILFRED","17258","ALDERWOOD","496-93-2278","MALE",3444,"MAPLE",1969-02-24,"REPUBLICAN"
"NYBERG","ANA","17759","ALDERWOOD","794-68-6975","FEMALE",84,"TWINBERRY",1969-02-25,"INDEPENDENT"
"TURNEY","NICHOLAS","11759","ALDERWOOD","645-34-1869","MALE",1050,"FIRST",1969-02-25,"DEMOCRAT"
"COX","BILL","16760","MEXICO","552-92-7563","MALE",125,"SAGE",1969-02-26,"DEMOCRAT"
"PAYSON","SAMANTHA","18260","ALDERWOOD","073-12-3810","FEMALE",1358,"TWINBERRY",1969-02-26,"DEMOCRAT"
"JONES","TYLER","18691","UTAH","463-34-6295","FEMALE",1185,"FOURTEENTH",1969-02-27,"REPUBLICAN"
"WALKER","CLAUDETTE","17261","ALDERWOOD","118-36-7785","FEMALE",238,"FOURTH",1969-02-27,"DEMOCRAT"
"WODRICH","MADISON","17262","ALDERWOOD","812-26-6769","FEMALE",2716,"PHEASANT",1969-02-28,"REPUBLICAN"
"TRUE","DANNY","17762","ALDERWOOD","028-35-6595","MALE",2009,"THISTLE",1969-02-28,"DEMOCRAT"
"FELIX","ERIKA","18263","IDAHO","368-13-7267","FEMALE",60,"CORNFLOWER",1969-03-01,"DEMOCRAT"
"SHARP","JACOB","16763","ALDERWOOD","782-65-5031","MALE",2352,"KEESHOND",1969-03-01,"REPUBLICAN"
"MABRY","HANNAH","17264","ALDERWOOD","007-48-8153","FEMALE",1399,"CORNFLOWER",1969-03-02,"REPUBLICAN"
"METZ","FRED","18264","UTAH","640-82-1298","MALE",73,"ASIAN",1969-03-02,"DEMOCRAT"
"ATKINSON","GRACE","11765","ALDERWOOD","166-76-8618","FEMALE",2352,"CORGI",1969-03-03,"REPUBLICAN"
"MELIUS","ZACHARY","17265","ALDERWOOD","069-09-0716","MALE",1313,"TWINBERRY",1969-03-03,"REPUBLICAN"
"ALLEN","KAYLA","18266","ARIZONA","046-35-9144","FEMALE",1261,"CRANBERRY",1969-03-04,"REPUBLICAN"
"LEHN","HENRI","17266","ALDERWOOD","033-65-2354","MALE",755,"ELEVENTH",1969-03-04,"REPUBLICAN"
"MACALISTER","BRANDON","18697","MONTANA","398-84-6370","MALE",31,"SCOTTISH",1969-03-05,"REPUBLICAN"
"RIEKSTS","IDA","16767","ARIZONA","220-17-5405","FEMALE",201,"POODLE",1969-03-05,"REPUBLICAN"
"SPARKS","ALEXIS","17768","MEXICO","567-62-4530","FEMALE",25,"CRANBERRY",1969-03-06,"INDEPENDENT"
"YOUNG","JOAQUIN","18333","ALDERWOOD","917-20-3229","FEMALE",651,"CHOLLA",1969-03-06,"REPUBLICAN"
"BUMGARNER","AUSTIN","18269","NORTH CAROLINA","492-18-5090","MALE",13,"PANSY",1969-03-07,"DEMOCRAT"
"CLAPHAN","KATE","17769","ALDERWOOD","891-65-0916","FEMALE",840,"BROOM",1969-03-07,"REPUBLICAN"
"MACASIEB","LARRY","18270","ALDERWOOD","580-24-1831","MALE",1495,"THIRTEENTH",1969-03-08,"REPUBLICAN"
"WELSCH","LISA","17770","UTAH","941-82-8824","FEMALE",705,"PEONY",1969-03-08,"DEMOCRAT"
"HOENES","ETHAN","18336","ALDERWOOD","265-47-6558","MALE",938,"ASIAN",1969-03-09,"DEMOCRAT"
"WHYATT","MINDY","17771","TENNESEE","769-45-6909","FEMALE",159,"PHEASANT",1969-03-09,"REPUBLICAN"
"HASS","NICHOLAS","18272","ALDERWOOD","504-73-6367","MALE",415,"COLLIE",1969-03-10,"INDEPENDENT"
"PRATT","CHRISTINE","17772","ALDERWOOD","654-94-7154","FEMALE",224,"TURKISH",1969-03-10,"DEMOCRAT"
"HOYT","ANTHONY","17273","ARIZONA","443-59-5192","MALE",21,"SCHNAUZER",1969-03-11,"DEMOCRAT"
"ROBB","ODETTE","18338","ARIZONA","457-70-1338","FEMALE",385,"BORZOI",1969-03-11,"DEMOCRAT"
"BLAZON","PETER","17274","ARIZONA","558-23-3515","MALE",1183,"SAGUARO",1969-03-12,"DEMOCRAT"
"STITHEM","CHRISTINA","17774","IDAHO","733-82-1271","FEMALE",41,"BUTTONWOOD",1969-03-12,"REPUBLICAN"
"ALLAN","ALEXANDER","18275","MONTANA","657-69-0841","MALE",11,"TWINBERRY",1969-03-13,"REPUBLICAN"
"LETTAU","ROSE","11775","WASHINGTON","260-48-0557","FEMALE",676,"FOXGLOVE",1969-03-13,"DEMOCRAT"
"PFEIFER","SAM","17276","ALDERWOOD","997-29-6135","MALE",3115,"LAUREL",1969-03-14,"DEMOCRAT"
"WEINMAN","TRACY","18276","ARIZONA","455-70-2936","FEMALE",736,"CHARTREUX",1969-03-14,"REPUBLICAN"
"THURMAN","TERESA","17277","UTAH","935-86-3498","FEMALE",1135,"BITTEROOT",1969-03-15,"DEMOCRAT"
"TURNER","JONATHON","18342","UTAH","943-51-2468","MALE",121,"CLOUDBERRY",1969-03-15,"REPUBLICAN"
"LIND","VICTOR","18278","PENNSYLVANIA","462-66-6235","MALE",232,"FIRST",1969-03-16,"REPUBLICAN"
"THOMPSON","KAREN","17778","ALDERWOOD","479-88-1591","FEMALE",1771,"WOLFHOUND",1969-03-16,"REPUBLICAN"
"HAZELBAKER","DYLAN","16779","FLORIDA","393-49-9406","FEMALE",650,"LAVENDER",1969-03-17,"REPUBLICAN"
"MORRIS","WANDA","18279","ALDERWOOD","696-18-3569","FEMALE",1554,"DAFFODIL",1969-03-17,"REPUBLICAN"
"CARTAGENA","SUSAN","16780","WASHINGTON","899-11-5294","FEMALE",1447,"HAVANESE",1969-03-18,"REPUBLICAN"
"MAHY","THOMAS","16780","ALDERWOOD","147-56-9395","MALE",1568,"SIXTEENTH",1969-03-18,"REPUBLICAN"
"BAKER","MARY","18711","ALDERWOOD","881-76-8557","FEMALE",2240,"KINNIKINICK",1969-03-19,"REPUBLICAN"
"BRYANT","SAMUEL","16781","ALDERWOOD","172-73-8600","MALE",3045,"MUNCHKIN",1969-03-19,"INDEPENDENT"
"BUXTON","JAMES","11282","MONTANA","039-29-8205","MALE",120,"RASPBERRY",1969-03-20,"REPUBLICAN"
"SCHIELKE","TAMMY","17782","ARIZONA","277-01-0354","FEMALE",433,"CROWBERRY",1969-03-20,"DEMOCRAT"
"HELLAND","JOSE","17283","ALDERWOOD","290-47-1872","MALE",2478,"SAGE",1969-03-21,"DEMOCRAT"
"WIBORG","PATRICIA","17283","ALDERWOOD","115-31-0914","FEMALE",1183,"SNOWSHOE",1969-03-21,"REPUBLICAN"
"DANIELS","TABITHA","11284","ALDERWOOD","364-19-2565","FEMALE",1474,"SALMON",1969-03-22,"DEMOCRAT"
"VARLEY","JOHN","17784","ALDERWOOD","939-86-7510","MALE",1084,"FIFTH",1969-03-22,"REPUBLICAN"
"HARTWELL","LINDA","18350","NEW YORK","768-45-5505","FEMALE",396,"PINE",1969-03-23,"INDEPENDENT"
"JUNT","BENJAMIN","16785","UTAH","582-23-4715","MALE",60,"BOBTAIL",1969-03-23,"DEMOCRAT"
"BUSCHBACH","ROBERT","11786","ARIZONA","479-69-0504","MALE",395,"POODLE",1969-03-24,"DEMOCRAT"
"COLEMAN","DEBORAH","11286","MEXICO","875-26-6997","FEMALE",173,"BORZOI",1969-03-24,"DEMOCRAT"
"ELL","NATHAN","17287","ALDERWOOD","594-84-0612","MALE",2793,"SAFFLOWER",1969-03-25,"REPUBLICAN"
"GLUKHOVA","BARBARA","18287","ALDERWOOD","092-60-2591","FEMALE",184,"SECOND",1969-03-25,"DEMOCRAT"
"CAMPBELL","MICHAEL","18718","ALDERWOOD","227-10-0772","MALE",980,"LILAC",1969-03-26,"DEMOCRAT"
"KIMSEY","SANDRA","18718","UTAH","226-93-4644","FEMALE",1020,"SIXTEENTH",1969-03-26,"REPUBLICAN"
"NANNI","ELIZABETH","17289","ALDERWOOD","900-69-7082","FEMALE",399,"BIRCH",1969-03-27,"DEMOCRAT"
"ROBERTS","LOGAN","18354","ALDERWOOD","346-72-9360","MALE",1124,"MALAMUTE",1969-03-27,"REPUBLICAN"
"CORRALES","PATRICIA","17290","ALDERWOOD","935-96-5820","FEMALE",196,"PAPILION",1969-03-28,"REPUBLICAN"
"GARRETT","WILLIAM","16790","UTAH","720-71-0452","MALE",245,"BASSET",1969-03-28,"DEMOCRAT"
"BONDARCHUK","JENNIFER","17291","MARYLAND","914-28-2425","FEMALE",231,"BIRCH",1969-03-29,"REPUBLICAN"
"PETERSON","KEVIN","18291","TENNESEE","508-28-0164","MALE",394,"CLOUDBERRY",1969-03-29,"REPUBLICAN"
"KIMMEL","DAVID","17292","ALDERWOOD","909-31-2069","MALE",806,"SPHYNX",1969-03-30,"REPUBLICAN"
"KLICKER","DONNA","18357","ALDERWOOD","344-66-8011","FEMALE",301,"KINNIKINICK",1969-03-30,"REPUBLICAN"
"IRWIN","MARIA","18293","ALDERWOOD","578-44-9253","FEMALE",931,"AKITA",1969-03-31,"REPUBLICAN"
"JURRUS","GABRIEL","17793","NEW YORK","485-07-9337","MALE",145,"SELKIRK",1969-03-31,"REPUBLICAN"
"BLAKE","RICHARD","18359","ALDERWOOD","928-69-4873","MALE",1211,"RAGAMUFFIN",1969-04-01,"REPUBLICAN"
"SWIERINGA","LINDA","11294","ALDERWOOD","370-39-6753","FEMALE",656,"FIFTEENTH",1969-04-01,"INDEPENDENT"
"CLARK","SUSAN","17795","WASHINGTON","031-07-6676","FEMALE",237,"DAFFODIL",1969-04-02,"REPUBLICAN"
"JACKSON","NOAH","18725","MEXICO","427-16-1782","MALE",180,"BASSET",1969-04-02,"DEMOCRAT"
"COVERT","CHARLES","18296","MONTANA","148-04-3520","MALE",42,"MUM",1969-04-03,"REPUBLICAN"
"O'LEARY","DEBRA","17796","OREGON","553-12-8299","FEMALE",2716,"SIAMESE",1969-04-03,"DEMOCRAT"
"FRANKLIN","CALEB","17297","MASSACHUSETTS","215-48-2868","MALE",29,"PAWPAW",1969-04-04,"DEMOCRAT"
"MAXWELL","MARGARET","17797","ALDERWOOD","902-85-9915","FEMALE",1567,"CRANBERRY",1969-04-04,"REPUBLICAN"
"DAGLE","JOSEPH","18363","MONTANA","478-64-8256","MALE",113,"SELKIRK",1969-04-05,"INDEPENDENT"
"ERICKSON","BRENDA","18298","ALDERWOOD","585-77-9300","MALE",364,"HAWTHORN",1969-04-05,"DEMOCRAT"
"GUSSENHOVEN","DOROTHY","17799","UTAH","206-49-3577","FEMALE",320,"SCOTTISH",1969-04-06,"DEMOCRAT"
"HULL","JORDAN","17299","IDAHO","607-80-5886","MALE",110,"SAVANNAH",1969-04-06,"DEMOCRAT"
"LANE","JOSEPH","17300","ALDERWOOD","510-45-5300","MALE",531,"ROSEHIP",1969-04-07,"DEMOCRAT"
"PINZA","JASMINE","17300","LOUISIANNA","057-39-2058","FEMALE",195,"ESKIMO",1969-04-07,"REPUBLICAN"
"RAMELOT","BETH","17801","MONTANA","134-98-0459","FEMALE",27,"MUM",1969-04-08,"DEMOCRAT"
"WOOD","HUNTER","18301","RHODE ISLAND","689-75-7604","MALE",601,"SAFFLOWER",1969-04-08,"REPUBLICAN"
"POULSON","SYDNEY","17302","OREGON","865-08-8383","MALE",1765,"ELDERBERRY",1969-04-09,"REPUBLICAN"
"SHVARTSBURG","BRAD","18302","ALDERWOOD","830-56-7205","MALE",1774,"PALMETTO",1969-04-09,"DEMOCRAT"
"SEIM","CARRIE","18303","ALDERWOOD","470-71-0399","FEMALE",1536,"BIRCH",1969-04-10,"DEMOCRAT"
"SUSLICK","CAMERON","16303","ALDERWOOD","150-63-4453","MALE",84,"CRANBERRY",1969-04-10,"REPUBLICAN"
"ANDERSON","DONALD","18369","UTAH","594-33-7812","MALE",250,"FOXGLOVE",1969-04-11,"REPUBLICAN"
"EVANS","VICTORIA","16804","ALDERWOOD","578-75-1838","FEMALE",209,"PETERBALD",1969-04-11,"REPUBLICAN"
"GAUERKE","KYLE","17305","WYOMING","054-85-2954","MALE",735,"SPRUCE",1969-04-12,"REPUBLICAN"
"POLLACK","CAROLINE","17805","KENTUCKY","292-37-7740","FEMALE",200,"STRAWBERRY",1969-04-12,"REPUBLICAN"
"CHAMBERS","DENNIS","16806","ALDERWOOD","885-79-5950","MALE",2051,"BLACKBERRY",1969-04-13,"REPUBLICAN"
"GILBERT","ANNA","17306","ALDERWOOD","162-48-1792","FEMALE",617,"RASPBERRY",1969-04-13,"REPUBLICAN"
"CRAIG","ELIJAH","18307","ARIZONA","532-48-8499","MALE",420,"ROSEHIP",1969-04-14,"INDEPENDENT"
"HENDERSON","KATY","16807","ALDERWOOD","589-26-9169","FEMALE",1862,"SAFFLOWER",1969-04-14,"REPUBLICAN"
"EIHOLZER","BRIANNA","17308","UTAH","647-17-2097","FEMALE",120,"JAVANESE",1969-04-15,"DEMOCRAT"
"KENNEDY","WAYNE","16808","IDAHO","544-23-0192","MALE",244,"FIFTH",1969-04-15,"REPUBLICAN"
"VILLARREAL","JASON","11309","UTAH","209-69-2817","MALE",455,"TURKISH",1969-04-16,"DEMOCRAT"
"WIND","CYNTHIA","17809","ALDERWOOD","324-96-0538","FEMALE",2065,"SPHYNX",1969-04-16,"REPUBLICAN"
"CHASE","JESSICA","17810","ALDERWOOD","265-91-1127","FEMALE",1585,"TWENTIETH",1969-04-17,"DEMOCRAT"
"GRITSENKO","NEAL","17310","UTAH","667-36-7359","MALE",172,"TURKISH",1969-04-17,"REPUBLICAN"
"LIVESAY","NATALIE","11311","ALDERWOOD","460-42-4339","FEMALE",1760,"BURMESE",1969-04-18,"INDEPENDENT"
"ORTON","JACK","18311","ALDERWOOD","868-81-1761","MALE",921,"SCHNAUZER",1969-04-18,"DEMOCRAT"
"KNIGHT","MIKE","16812","NEW YORK","911-90-1547","MALE",144,"HAWTHORN",1969-04-19,"DEMOCRAT"
"MILES","GRACE","17812","UTAH","198-60-3786","FEMALE",82,"BITTEROOT",1969-04-19,"DEMOCRAT"
"MARES","AARON","18313","OREGON","498-40-5968","MALE",2275,"HOLLY",1969-04-20,"REPUBLICAN"
"WEINBENDER","KIMBERLY","11313","ALDERWOOD","810-62-9349","FEMALE",1608,"REX",1969-04-20,"DEMOCRAT"
"FUNNELL","SCOTT","17314","UTAH","190-06-4347","MALE",1045,"FIFTEENTH",1969-04-21,"DEMOCRAT"
"SUTHERLAND","ISABELLA","17814","TENNESEE","591-83-8493","FEMALE",193,"LAUREL",1969-04-21,"REPUBLICAN"
"TURNER","ISAIAH","11815","ALDERWOOD","605-12-3102","MALE",1442,"CHARTREUX",1969-04-22,"REPUBLICAN"
"WHELAN","BECKY","18745","ALDERWOOD","813-14-8595","FEMALE",1421,"SNOWSHOE",1969-04-22,"DEMOCRAT"
"BYERS","LAUREN","17316","MASSACHUSETTS","375-06-8801","MALE",271,"SECOND",1969-04-23,"REPUBLICAN"
"SMYSER","THOMAS","18381","OREGON","438-61-7775","MALE",2509,"PIXIE",1969-04-23,"DEMOCRAT"
